Sensor,Data,Valor,Direcao_Saida,Unidade,Estado
PZ-D06C-05,2014-01-23 15:15:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-11,2014-01-23 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-01-23 15:20:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2014-01-23 15:20:00,7.37,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-01-23 15:20:00,39.03,Cota Piezométrica,m,normal
PZ-D06C-09,2014-01-23 15:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-01-23 15:25:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-07,2014-01-30 08:45:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-01-30 08:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-30 08:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-01-30 08:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-01-30 08:45:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2014-01-30 08:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-30 08:45:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-01-30 08:45:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-04,2014-01-30 08:45:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-01-30 08:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-01-30 09:10:00,39.77,Cota Piezométrica,m,normal
PZ-D06C-09,2014-01-30 09:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-01-30 09:10:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-12,2014-01-30 09:10:00,39.04,Cota Piezométrica,m,normal
PZ-D06C-12,2014-01-30 09:10:00,7.38,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-01-30 09:10:00,12.14,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-01-30 09:10:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2014-01-30 09:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-02-10 10:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-02-10 10:10:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2014-02-10 10:20:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-02-10 10:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-02-10 10:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-02-10 10:20:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2014-02-10 10:20:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-02-10 10:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-02-10 10:30:00,12.24,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-02-10 10:30:00,7.54,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-02-10 10:30:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2014-02-10 10:30:00,39.2,Cota Piezométrica,m,normal
PZ-D06C-10,2014-02-10 10:30:00,39.87,Cota Piezométrica,m,normal
PZ-D06C-11,2014-02-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-02-10 10:30:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-02-10 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-02-19 09:50:00,40.35,Cota Piezométrica,m,normal
PZ-D06C-04,2014-02-19 09:50:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-02-19 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-02-19 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-02-19 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-09,2014-02-19 09:50:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-02-19 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-02-19 09:50:00,12.72,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-02-19 10:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-06,2014-02-19 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-02-19 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-02-19 10:00:00,8.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-02-19 10:00:00,39.66,Cota Piezométrica,m,normal
PZ-D06C-11,2014-02-19 10:00:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-07,2014-02-19 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-02-19 10:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-02-26 13:45:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-02-26 13:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-02-26 13:45:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-02-26 13:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-02-26 13:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-02-26 13:45:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-07,2014-02-26 13:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-02-26 13:45:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-12,2014-02-26 14:00:00,8.11,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-02-26 14:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-02-26 14:00:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2014-02-26 14:00:00,39.77,Cota Piezométrica,m,normal
PZ-D06C-09,2014-02-26 14:10:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-10,2014-02-26 14:10:00,40.48,Cota Piezométrica,m,normal
PZ-D06C-10,2014-02-26 14:10:00,12.85,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-02-26 14:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-03-05 09:40:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-03-05 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-03-05 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-03-05 09:40:00,59.91,Cota Piezométrica,m,normal
PZ-D06C-12,2014-03-05 09:40:00,8.33,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-03-05 09:40:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-09,2014-03-05 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-03-05 09:40:00,13.08,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-03-05 09:40:00,40.71,Cota Piezométrica,m,normal
PZ-D06C-07,2014-03-05 09:40:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-09,2014-03-05 09:40:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-07,2014-03-05 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-03-05 09:40:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-03-05 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-03-05 09:40:00,0.19,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-03-05 09:40:00,39.99,Cota Piezométrica,m,normal
PZ-D06C-10,2014-03-11 09:45:00,40.9,Cota Piezométrica,m,normal
PZ-D06C-10,2014-03-11 09:45:00,13.27,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-03-11 09:45:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-12,2014-03-11 09:45:00,8.46,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-03-11 09:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-03-11 09:45:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-03-11 09:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-03-11 09:45:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-03-11 09:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-03-11 09:45:00,40.12,Cota Piezométrica,m,normal
PZ-D06C-06,2014-03-11 09:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-03-11 09:45:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-06,2014-03-11 09:45:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-04,2014-03-11 09:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-03-11 09:45:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-11,2014-03-11 09:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-03-19 15:20:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-06,2014-03-19 15:20:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-03-19 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-03-19 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-03-19 15:20:00,13.47,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-03-19 15:20:00,40.3,Cota Piezométrica,m,normal
PZ-D06C-10,2014-03-19 15:20:00,41.1,Cota Piezométrica,m,normal
PZ-D06C-05,2014-03-19 15:20:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-03-19 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-03-19 15:20:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-03-19 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-03-19 15:20:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-03-19 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-03-19 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-03-19 15:20:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-12,2014-03-19 15:20:00,8.64,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-03-25 15:20:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-03-25 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-03-25 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-03-25 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-03-25 15:20:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2014-03-25 15:20:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2014-03-25 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-03-25 15:20:00,13.59,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-03-25 15:20:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-11,2014-03-25 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-03-25 15:20:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-10,2014-03-25 15:20:00,41.22,Cota Piezométrica,m,normal
PZ-D06C-12,2014-03-25 15:20:00,40.4,Cota Piezométrica,m,normal
PZ-D06C-09,2014-03-25 15:20:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-12,2014-03-25 15:20:00,8.74,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-03-25 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-04-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-04-01 09:30:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-05,2014-04-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-04-01 09:30:00,8.76,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-04-01 09:30:00,40.42,Cota Piezométrica,m,normal
PZ-D06C-07,2014-04-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-04-01 09:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-04-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-04-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-04-01 09:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-11,2014-04-01 09:30:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-05,2014-04-01 09:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-10,2014-04-01 09:30:00,41.24,Cota Piezométrica,m,normal
PZ-D06C-10,2014-04-01 09:30:00,13.61,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-04-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-04-01 09:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-07,2014-04-10 09:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-10,2014-04-10 09:30:00,13.61,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-04-10 09:30:00,41.24,Cota Piezométrica,m,normal
PZ-D06C-09,2014-04-10 09:30:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-04-10 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-04-10 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-04-10 09:30:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2014-04-10 09:30:00,40.56,Cota Piezométrica,m,normal
PZ-D06C-04,2014-04-10 09:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-04-10 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-04-10 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-04-10 09:30:00,8.9,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-04-10 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-04-10 09:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2014-04-10 09:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2014-04-10 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-04-17 10:55:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-09,2014-04-17 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-04-17 10:55:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-07,2014-04-17 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-04-17 10:55:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-12,2014-04-17 10:55:00,8.97,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-04-17 10:55:00,13.8,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-04-17 10:55:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-11,2014-04-17 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-04-17 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-04-17 10:55:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-11,2014-04-17 10:55:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-05,2014-04-17 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-04-17 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-04-17 10:55:00,41.43,Cota Piezométrica,m,normal
PZ-D06C-12,2014-04-17 10:55:00,40.63,Cota Piezométrica,m,normal
PZ-D06C-10,2014-04-25 14:50:00,14.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-04-25 14:50:00,41.63,Cota Piezométrica,m,normal
PZ-D06C-05,2014-04-25 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-04-25 14:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-12,2014-04-25 14:50:00,9.17,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-04-25 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-04-25 14:50:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-07,2014-04-25 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-04-25 14:50:00,40.83,Cota Piezométrica,m,normal
PZ-D06C-04,2014-04-25 14:50:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2014-04-25 14:50:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-04-25 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-04-25 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-04-25 14:50:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-07,2014-04-25 14:50:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-04,2014-04-25 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-05-02 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-05-02 15:00:00,14.14,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-05-02 15:00:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-05,2014-05-02 15:00:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-10,2014-05-02 15:00:00,41.77,Cota Piezométrica,m,normal
PZ-D06C-04,2014-05-02 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-05-02 15:00:00,9.28,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-05-02 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-05-02 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-05-02 15:00:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-09,2014-05-02 15:00:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-06,2014-05-02 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-05-02 15:00:00,40.94,Cota Piezométrica,m,normal
PZ-D06C-06,2014-05-02 15:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2014-05-02 15:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-05-02 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-05-07 08:10:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-05-07 08:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-05-07 08:10:00,14.2,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-05-07 08:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-05-07 08:10:00,40.98,Cota Piezométrica,m,normal
PZ-D06C-07,2014-05-07 08:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-05-07 08:10:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2014-05-07 08:10:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-05-07 08:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-05-07 08:10:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-05-07 08:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-05-07 08:10:00,41.83,Cota Piezométrica,m,normal
PZ-D06C-12,2014-05-07 08:10:00,9.32,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-05-07 08:10:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-09,2014-05-07 08:10:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-05-07 08:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-05-15 15:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-05-15 15:45:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-11,2014-05-15 15:45:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-07,2014-05-15 15:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-05-15 15:45:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-12,2014-05-15 15:45:00,9.39,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-05-15 15:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-05-15 15:45:00,41.05,Cota Piezométrica,m,normal
PZ-D06C-11,2014-05-15 15:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-05-15 15:45:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-05-15 15:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-05-15 15:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-05-15 15:45:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-10,2014-05-15 15:45:00,41.89,Cota Piezométrica,m,normal
PZ-D06C-10,2014-05-15 15:45:00,14.26,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-05-15 15:45:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-12,2014-05-20 14:15:00,9.31,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-05-20 14:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-05-20 14:15:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-11,2014-05-20 14:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-05-20 14:15:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-10,2014-05-20 14:15:00,41.84,Cota Piezométrica,m,normal
PZ-D06C-12,2014-05-20 14:15:00,40.97,Cota Piezométrica,m,normal
PZ-D06C-10,2014-05-20 14:15:00,14.21,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-05-20 14:15:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2014-05-20 14:15:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-05-20 14:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-05-20 14:15:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-05-20 14:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-05-20 14:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-05-20 14:15:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-05-20 14:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-05-29 10:35:00,42.04,Cota Piezométrica,m,normal
PZ-D06C-10,2014-05-29 10:35:00,14.41,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-05-29 10:35:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-05-29 10:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-05-29 10:35:00,40.84,Cota Piezométrica,m,normal
PZ-D06C-12,2014-05-29 10:35:00,9.18,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-05-29 10:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-05-29 10:35:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-05-29 10:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-05-29 10:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-05-29 10:35:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-11,2014-05-29 10:35:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2014-05-29 10:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-05-29 10:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-05-29 10:35:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-04,2014-05-29 10:35:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-09,2014-06-03 10:12:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-07,2014-06-03 10:12:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-10,2014-06-03 10:12:00,41.64,Cota Piezométrica,m,normal
PZ-D06C-04,2014-06-03 10:12:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-06-03 10:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-06-03 10:12:00,40.89,Cota Piezométrica,m,normal
PZ-D06C-12,2014-06-03 10:12:00,9.23,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-06-03 10:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-06-03 10:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-06-03 10:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-06-03 10:12:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-06,2014-06-03 10:12:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2014-06-03 10:12:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-06-03 10:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-06-03 10:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-06-03 10:12:00,14.01,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-06-10 07:50:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-11,2014-06-10 07:50:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2014-06-10 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-06-10 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-06-10 07:50:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-10,2014-06-10 07:50:00,41.52,Cota Piezométrica,m,normal
PZ-D06C-10,2014-06-10 07:50:00,13.89,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-06-10 07:50:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-09,2014-06-10 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-06-10 07:50:00,9.09,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-06-10 07:50:00,40.75,Cota Piezométrica,m,normal
PZ-D06C-04,2014-06-10 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-06-10 07:50:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2014-06-10 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-06-10 07:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2014-06-10 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-06-17 10:50:00,8.97,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-06-17 10:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-06-17 10:50:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2014-06-17 10:50:00,0.0,Carga Piezométrica,m.c.a,normal
